level,guild,race,class,region
30,Guild Guild 7,Troll,Priest,Orgrimmar
28,Guild Guild 13,Troll,Hunter,Scarlet Monastery
25,Guild Guild 8,Troll,Shaman,The Barrens
33,Guild Guild -1,Troll,Hunter,Duskwood
37,Guild Guild 25,Troll,Mage,Thunder Bluff
43,Guild Guild 2,Troll,Hunter,Stranglethorn Vale
46,Guild Guild 25,Troll,Hunter,Tirisfal Glades
50,Guild Guild 5,Troll,Mage,Mulgore
49,Guild Guild 32,Troll,Shaman,The Hinterlands
51,Guild Guild 2,Troll,Rogue,Tanaris
53,Guild Guild -1,Troll,Warrior,Tanaris
55,Guild Guild 12,Troll,Rogue,Orgrimmar
53,Guild Guild 7,Troll,Mage,Undercity
51,Guild Guild 5,Troll,Shaman,Loch Modan
53,Guild Guild 5,Troll,Priest,The Barrens
57,Guild Guild -1,Troll,Hunter,Azshara
58,Guild Guild 13,Troll,Rogue,Scarlet Monastery
60,Guild Guild 6,Troll,Rogue,Winterspring
60,Guild Guild 17,Troll,Rogue,Tirisfal Glades
60,Guild Guild 4,Troll,Hunter,Durotar
60,Guild Guild 4,Troll,Rogue,Eastern Plaguelands
60,Guild Guild 4,Troll,Shaman,Eastern Plaguelands
60,Guild Guild -1,Troll,Mage,Azshara
60,Guild Guild 1,Troll,Rogue,Arathi Basin
1,Guild Guild -1,Undead,Priest,Orgrimmar
7,Guild Guild -1,Undead,Warlock,Tirisfal Glades
14,Guild Guild 21,Undead,Rogue,Tirisfal Glades
19,Guild Guild 16,Undead,Rogue,The Barrens
12,Guild Guild 12,Undead,Mage,Silverpine Forest
20,Guild Guild -1,Undead,Warrior,Silverpine Forest
19,Guild Guild 15,Undead,Warrior,Thunder Bluff
22,Guild Guild 6,Undead,Rogue,The Barrens
28,Guild Guild 21,Undead,Warrior,Stonetalon Mountains
34,Guild Guild 24,Undead,Warlock,Orgrimmar
35,Guild Guild 8,Undead,Warrior,Undercity
36,Guild Guild 7,Undead,Warlock,Undercity
36,Guild Guild 8,Undead,Priest,Stranglethorn Vale
36,Guild Guild 8,Undead,Rogue,Stranglethorn Vale
39,Guild Guild 3,Undead,Warlock,Stranglethorn Vale
40,Guild Guild 1,Undead,Priest,Scarlet Monastery
48,Guild Guild 4,Undead,Mage,Tanaris
41,Guild Guild 3,Undead,Mage,Badlands
43,Guild Guild 13,Undead,Priest,Scarlet Monastery
51,Guild Guild 5,Undead,Priest,Tanaris
54,Guild Guild 10,Undead,Rogue,Undercity
54,Guild Guild 15,Undead,Priest,Durotar
55,Guild Guild 4,Undead,Warrior,Mulgore
56,Guild Guild 2,Undead,Mage,Durotar
56,Guild Guild 19,Undead,Priest,Searing Gorge
57,Guild Guild 26,Undead,Mage,Western Plaguelands
58,Guild Guild 5,Undead,Priest,Ashenvale
59,Guild Guild 16,Undead,Rogue,Western Plaguelands
60,Guild Guild 17,Undead,Priest,Orgrimmar
60,Guild Guild 12,Undead,Warlock,Razorfen Downs
60,Guild Guild 31,Undead,Warlock,Thousand Needles
60,Guild Guild 7,Undead,Warlock,Western Plaguelands
12,Guild Guild -1,Orc,Hunter,Tirisfal Glades
19,Guild Guild 16,Orc,Hunter,The Barrens
28,Guild Guild 34,Orc,Hunter,Thousand Needles
27,Guild Guild 1,Orc,Hunter,Ashenvale
26,Guild Guild -1,Orc,Shaman,The Barrens
45,Guild Guild 9,Orc,Hunter,Thunder Bluff
56,Guild Guild 15,Orc,Warrior,Durotar
57,Guild Guild 5,Orc,Hunter,Durotar
57,Guild Guild 28,Orc,Hunter,Durotar
57,Guild Guild 7,Orc,Hunter,Silverpine Forest
60,Guild Guild 4,Orc,Warrior,Durotar
18,Guild Guild -1,Tauren,Warrior,Orgrimmar
12,Guild Guild -1,Tauren,Druid,The Barrens
14,Guild Guild 8,Tauren,Warrior,The Barrens
19,Guild Guild -1,Tauren,Warrior,The Barrens
20,Guild Guild -1,Tauren,Hunter,Thunder Bluff
32,Guild Guild 24,Tauren,Shaman,Durotar
39,Guild Guild 24,Tauren,Hunter,Stranglethorn Vale
45,Guild Guild 34,Tauren,Hunter,Durotar
49,Guild Guild -1,Tauren,Druid,Durotar
49,Guild Guild 17,Tauren,Druid,Durotar
42,Guild Guild -1,Tauren,Warrior,Stranglethorn Vale
55,Guild Guild 34,Tauren,Shaman,Durotar
59,Guild Guild 8,Tauren,Warrior,Durotar
60,Guild Guild 1,Tauren,Warrior,Durotar
60,Guild Guild 17,Tauren,Warrior,Eastern Plaguelands
60,Guild Guild 17,Tauren,Hunter,Eastern Plaguelands
60,Guild Guild 8,Tauren,Druid,Tanaris
60,Guild Guild 4,Tauren,Druid,Tirisfal Glades
60,Guild Guild 1,Tauren,Druid,Durotar
15,Guild Guild 7,Troll,Mage,The Barrens
20,Guild Guild -1,Troll,Rogue,The Barrens
12,Guild Guild -1,Troll,Rogue,Thunder Bluff
30,Guild Guild 7,Troll,Priest,Undercity
28,Guild Guild 6,Troll,Hunter,Thunder Bluff
33,Guild Guild -1,Troll,Hunter,Stranglethorn Vale
36,Guild Guild 2,Troll,Shaman,Silverpine Forest
46,Guild Guild 25,Troll,Hunter,Hillsbrad Foothills
53,Guild Guild 3,Troll,Warrior,Tanaris
53,Guild Guild 5,Troll,Priest,Tanaris
51,Guild Guild 5,Troll,Shaman,Swamp of Sorrows
54,Guild Guild 22,Troll,Hunter,Durotar
55,Guild Guild 12,Troll,Rogue,Durotar
51,Guild Guild 2,Troll,Rogue,The Barrens
52,Guild Guild -1,Troll,Hunter,The Barrens
57,Guild Guild 35,Troll,Mage,Winterspring
60,Guild Guild -1,Troll,Mage,Undercity
60,Guild Guild 17,Troll,Rogue,Eastern Plaguelands
10,Guild Guild -1,Undead,Warlock,Tirisfal Glades
17,Guild Guild -1,Undead,Rogue,Orgrimmar
19,Guild Guild 15,Undead,Warrior,The Barrens
20,Guild Guild 8,Undead,Rogue,Silverpine Forest
21,Guild Guild -1,Undead,Warlock,Undercity
27,Guild Guild 13,Undead,Mage,Thousand Needles
29,Guild Guild -1,Undead,Priest,Ashenvale
38,Guild Guild -1,Undead,Mage,Orgrimmar
40,Guild Guild 15,Undead,Mage,Orgrimmar
34,Guild Guild 20,Undead,Priest,Durotar
33,Guild Guild 6,Undead,Priest,The Barrens
34,Guild Guild 24,Undead,Warlock,The Barrens
35,Guild Guild 8,Undead,Warrior,Thunder Bluff
46,Guild Guild 5,Undead,Mage,Dustwallow Marsh
42,Guild Guild 19,Undead,Mage,Swamp of Sorrows
54,Guild Guild 10,Undead,Rogue,Orgrimmar
55,Guild Guild 4,Undead,Warrior,Durotar
56,Guild Guild 15,Undead,Mage,Durotar
57,Guild Guild 19,Undead,Priest,Blackrock Depths
58,Guild Guild 5,Undead,Priest,Felwood
60,Guild Guild 17,Undead,Priest,Durotar
60,Guild Guild 31,Undead,Warlock,Tanaris
60,Guild Guild 10,Undead,Warlock,Orgrimmar
7,Guild Guild -1,Orc,Warrior,Durotar
12,Guild Guild -1,Orc,Hunter,Undercity
15,Guild Guild -1,Orc,Shaman,Durotar
17,Guild Guild -1,Orc,Hunter,The Barrens
23,Guild Guild -1,Orc,Shaman,Mulgore
23,Guild Guild -1,Orc,Hunter,The Barrens
35,Guild Guild 34,Orc,Hunter,Desolace
33,Guild Guild 3,Orc,Warrior,The Barrens
41,Guild Guild 16,Orc,Shaman,Stranglethorn Vale
41,Guild Guild 6,Orc,Shaman,The Barrens
51,Guild Guild 7,Orc,Hunter,Azshara
57,Guild Guild 13,Orc,Hunter,Felwood
60,Guild Guild 18,Orc,Warrior,Winterspring
60,Guild Guild -1,Orc,Hunter,Winterspring
60,Guild Guild 17,Orc,Warrior,Undercity
60,Guild Guild 4,Orc,Warrior,Undercity
6,Guild Guild -1,Tauren,Shaman,Mulgore
20,Guild Guild -1,Tauren,Hunter,Orgrimmar
17,Guild Guild -1,Tauren,Druid,Undercity
18,Guild Guild -1,Tauren,Warrior,Durotar
11,Guild Guild 21,Tauren,Druid,Thunder Bluff
40,Guild Guild 19,Tauren,Warrior,Thunder Bluff
46,Guild Guild 18,Tauren,Druid,Orgrimmar
47,Guild Guild 5,Tauren,Druid,Orgrimmar
49,Guild Guild 17,Tauren,Druid,Orgrimmar
42,Guild Guild 2,Tauren,Shaman,Durotar
42,Guild Guild 38,Tauren,Shaman,Stranglethorn Vale
49,Guild Guild -1,Tauren,Druid,Mulgore
46,Guild Guild 7,Tauren,Shaman,Arathi Highlands
53,Guild Guild 6,Tauren,Druid,Winterspring
52,Guild Guild 3,Tauren,Warrior,Tanaris
57,Guild Guild 28,Tauren,Hunter,Orgrimmar
59,Guild Guild 12,Tauren,Shaman,Winterspring
59,Guild Guild 17,Tauren,Druid,Eastern Plaguelands
59,Guild Guild 4,Tauren,Shaman,Burning Steppes
60,Guild Guild 4,Tauren,Druid,Eastern Plaguelands
5,Guild Guild -1,Troll,Shaman,Orgrimmar
12,Guild Guild 10,Troll,Rogue,Durotar
12,Guild Guild -1,Troll,Shaman,Durotar
20,Guild Guild -1,Troll,Rogue,Mulgore
27,Guild Guild 34,Troll,Hunter,Ashenvale
29,Guild Guild 9,Troll,Rogue,The Barrens
36,Guild Guild 2,Troll,Shaman,Hillsbrad Foothills
50,Guild Guild -1,Troll,Rogue,Winterspring
46,Guild Guild 25,Troll,Hunter,Arathi Highlands
52,Guild Guild -1,Troll,Hunter,Orgrimmar
52,Guild Guild 17,Troll,Shaman,Orgrimmar
53,Guild Guild 5,Troll,Priest,Silithus
51,Guild Guild 5,Troll,Shaman,Tirisfal Glades
53,Guild Guild 7,Troll,Mage,Tirisfal Glades
56,Guild Guild 19,Troll,Hunter,Western Plaguelands
60,Guild Guild -1,Troll,Mage,Eastern Plaguelands
60,Guild Guild 4,Troll,Hunter,Western Plaguelands
8,Guild Guild -1,Undead,Warlock,Tirisfal Glades
19,Guild Guild 6,Undead,Mage,Hillsbrad Foothills
14,Guild Guild 21,Undead,Rogue,Undercity
11,Guild Guild -1,Undead,Priest,The Barrens
21,Guild Guild -1,Undead,Warrior,Silverpine Forest
27,Guild Guild 3,Undead,Mage,Ashenvale
26,Guild Guild -1,Undead,Mage,The Barrens
26,Guild Guild 8,Undead,Priest,Silverpine Forest
38,Guild Guild 34,Undead,Warlock,Undercity
34,Guild Guild 24,Undead,Warlock,Stranglethorn Vale
35,Guild Guild 8,Undead,Warrior,The Barrens
43,Guild Guild 37,Undead,Warlock,Orgrimmar
44,Guild Guild 2,Undead,Mage,Orgrimmar
50,Guild Guild 5,Undead,Warrior,Orgrimmar
50,Guild Guild 19,Undead,Rogue,Orgrimmar
44,Guild Guild 3,Undead,Mage,Deadwind Pass
51,Guild Guild 6,Undead,Mage,The Hinterlands
55,Guild Guild 4,Undead,Warrior,Arathi Highlands
60,Guild Guild 2,Undead,Mage,Winterspring
60,Guild Guild 15,Undead,Mage,Orgrimmar
60,Guild Guild 4,Undead,Mage,Undercity
60,Guild Guild 15,Undead,Priest,Orgrimmar
60,Guild Guild 17,Undead,Priest,Undercity
60,Guild Guild 20,Undead,Rogue,Orgrimmar
60,Guild Guild 31,Undead,Warlock,Silithus
60,Guild Guild 10,Undead,Warlock,Ashenvale
10,Guild Guild -1,Orc,Shaman,Durotar
13,Guild Guild -1,Orc,Shaman,Orgrimmar
34,Guild Guild -1,Orc,Rogue,Orgrimmar
35,Guild Guild 13,Orc,Hunter,Durotar
33,Guild Guild 3,Orc,Warrior,Ashenvale
39,Guild Guild 8,Orc,Warlock,未知
54,Guild Guild -1,Orc,Hunter,Orgrimmar
55,Guild Guild 5,Orc,Warrior,Un'Goro Crater
57,Guild Guild 7,Orc,Hunter,Western Plaguelands
56,Guild Guild 2,Orc,Warrior,The Barrens
57,Guild Guild 5,Orc,Hunter,The Barrens
56,Guild Guild 15,Orc,Warrior,Felwood
60,Guild Guild 17,Orc,Warrior,Eastern Plaguelands
60,Guild Guild 4,Orc,Warrior,Eastern Plaguelands
60,Guild Guild 4,Orc,Warrior,Feralas
60,Guild Guild 18,Orc,Hunter,The Barrens
1,Guild Guild -1,Tauren,Shaman,Mulgore
2,Guild Guild -1,Tauren,Druid,Mulgore
7,Guild Guild -1,Tauren,Shaman,Mulgore
18,Guild Guild -1,Tauren,Shaman,Orgrimmar
12,Guild Guild -1,Tauren,Hunter,The Barrens
16,Guild Guild 2,Tauren,Druid,The Barrens
17,Guild Guild -1,Tauren,Druid,Silverpine Forest
20,Guild Guild -1,Tauren,Hunter,Silverpine Forest
12,Guild Guild 21,Tauren,Druid,Thunder Bluff
29,Guild Guild 2,Tauren,Druid,Ashenvale
40,Guild Guild 19,Tauren,Warrior,Thousand Needles
35,Guild Guild 20,Tauren,Shaman,Maraudon
32,Guild Guild 24,Tauren,Shaman,Gnomeregan
35,Guild Guild 24,Tauren,Druid,Gnomeregan
38,Guild Guild 4,Tauren,Druid,Arathi Highlands
35,Guild Guild 2,Tauren,Hunter,Thunder Bluff
49,Guild Guild -1,Tauren,Druid,Un'Goro Crater
46,Guild Guild 18,Tauren,Druid,Stranglethorn Vale
46,Guild Guild 19,Tauren,Druid,Thunder Bluff
60,Guild Guild 4,Tauren,Hunter,Durotar
60,Guild Guild 17,Tauren,Shaman,Orgrimmar
60,Guild Guild 17,Tauren,Shaman,Azshara
2,Guild Guild -1,Troll,Mage,Orgrimmar
10,Guild Guild -1,Troll,Mage,Durotar
12,Guild Guild 10,Troll,Rogue,Orgrimmar
14,Guild Guild 30,Troll,Rogue,Orgrimmar
17,Guild Guild 30,Troll,Shaman,The Barrens
20,Guild Guild -1,Troll,Rogue,Thunder Bluff
29,Guild Guild 9,Troll,Rogue,Wailing Caverns
29,Guild Guild -1,Troll,Hunter,Orgrimmar
30,Guild Guild 7,Troll,Priest,Hillsbrad Foothills
28,Guild Guild 6,Troll,Hunter,Ashenvale
37,Guild Guild 25,Troll,Mage,Dustwallow Marsh
47,Guild Guild 6,Troll,Rogue,Orgrimmar
50,Guild Guild 5,Troll,Mage,Durotar
53,Guild Guild 3,Troll,Rogue,Tanaris
53,Guild Guild 5,Troll,Priest,Orgrimmar
52,Guild Guild 17,Troll,Shaman,Tirisfal Glades
51,Guild Guild 2,Troll,Rogue,Stranglethorn Vale
53,Guild Guild 7,Troll,Mage,Western Plaguelands
51,Guild Guild 5,Troll,Shaman,Felwood
60,Guild Guild 6,Troll,Hunter,Maraudon
1,Guild Guild -1,Undead,Warlock,Tirisfal Glades
3,Guild Guild -1,Undead,Priest,Tirisfal Glades
21,Guild Guild -1,Undead,Warlock,Tirisfal Glades
22,Guild Guild 1,Undead,Mage,Mulgore
26,Guild Guild -1,Undead,Mage,Orgrimmar
26,Guild Guild 8,Undead,Priest,Undercity
36,Guild Guild 7,Undead,Warlock,Hillsbrad Foothills
40,Guild Guild 25,Undead,Mage,Swamp of Sorrows
35,Guild Guild 8,Undead,Warrior,Ashenvale
33,Guild Guild 24,Undead,Priest,Gnomeregan
34,Guild Guild 24,Undead,Warlock,Gnomeregan
50,Guild Guild -1,Undead,Warlock,Tanaris
43,Guild Guild -1,Undead,Warlock,Orgrimmar
44,Guild Guild 3,Undead,Mage,Undercity
50,Guild Guild 19,Undead,Rogue,Tirisfal Glades
44,Guild Guild 2,Undead,Mage,Durotar
42,Guild Guild 19,Undead,Mage,Stranglethorn Vale
42,Guild Guild 19,Undead,Priest,Stranglethorn Vale
44,Guild Guild 13,Undead,Priest,Scarlet Monastery
45,Guild Guild 24,Undead,Rogue,Gnomeregan
54,Guild Guild 4,Undead,Rogue,Orgrimmar
53,Guild Guild 3,Undead,Mage,Undercity
51,Guild Guild 6,Undead,Mage,The Barrens
57,Guild Guild 5,Undead,Warlock,Duskwood
58,Guild Guild 2,Undead,Mage,Orgrimmar
60,Guild Guild 36,Undead,Mage,Orgrimmar
60,Guild Guild 4,Undead,Mage,Hillsbrad Foothills
60,Guild Guild 17,Undead,Priest,Eastern Plaguelands
60,Guild Guild 20,Undead,Rogue,Arathi Basin
60,Guild Guild 31,Undead,Warlock,Orgrimmar
60,Guild Guild 10,Undead,Warlock,The Barrens
32,Guild Guild 33,Orc,Warrior,Thousand Needles
39,Guild Guild 8,Orc,Warlock,Dustwallow Marsh
32,Guild Guild 6,Orc,Warlock,Orgrimmar
42,Guild Guild 7,Orc,Warrior,Orgrimmar
46,Guild Guild 15,Orc,Warrior,Durotar
53,Guild Guild 3,Orc,Warrior,Winterspring
56,Guild Guild 15,Orc,Warrior,Winterspring
57,Guild Guild 13,Orc,Hunter,Winterspring
57,Guild Guild 28,Orc,Hunter,Winterspring
60,Guild Guild 4,Orc,Warrior,Winterspring
60,Guild Guild 18,Orc,Warrior,Dustwallow Marsh
2,Guild Guild -1,Tauren,Shaman,Mulgore
14,Guild Guild 19,Tauren,Shaman,Durotar
25,Guild Guild 7,Tauren,Druid,Orgrimmar
29,Guild Guild 24,Tauren,Warrior,Ashenvale
23,Guild Guild -1,Tauren,Druid,The Barrens
24,Guild Guild -1,Tauren,Warrior,The Barrens
26,Guild Guild 6,Tauren,Shaman,The Barrens
40,Guild Guild 19,Tauren,Warrior,Feralas
35,Guild Guild 2,Tauren,Hunter,The Barrens
38,Guild Guild 19,Tauren,Druid,The Barrens
31,Guild Guild 18,Tauren,Shaman,Arathi Highlands
46,Guild Guild 31,Tauren,Shaman,Tanaris
52,Guild Guild 5,Tauren,Shaman,Stranglethorn Vale
55,Guild Guild 34,Tauren,Shaman,Western Plaguelands
53,Guild Guild 7,Tauren,Warrior,Felwood
60,Guild Guild 17,Tauren,Shaman,Undercity
60,Guild Guild 17,Tauren,Shaman,Ashenvale
60,Guild Guild 8,Tauren,Druid,Mulgore
6,Guild Guild -1,Troll,Mage,Durotar
10,Guild Guild -1,Troll,Shaman,The Barrens
29,Guild Guild -1,Troll,Hunter,Undercity
34,Guild Guild 6,Troll,Hunter,Orgrimmar
44,Guild Guild 2,Troll,Shaman,Orgrimmar
46,Guild Guild 22,Troll,Rogue,Undercity
47,Guild Guild 6,Troll,Rogue,The Barrens
53,Guild Guild 3,Troll,Rogue,Dustwallow Marsh
53,Guild Guild 3,Troll,Warrior,Orgrimmar
54,Guild Guild 5,Troll,Hunter,Orgrimmar
53,Guild Guild 5,Troll,Priest,Stonetalon Mountains
52,Guild Guild 17,Troll,Shaman,Western Plaguelands
57,Guild Guild 28,Troll,Priest,Western Plaguelands
57,Guild Guild -1,Troll,Hunter,Felwood
60,Guild Guild 28,Troll,Mage,Western Plaguelands
9,Guild Guild -1,Undead,Mage,Undercity
1,Guild Guild -1,Undead,Warrior,Tirisfal Glades
2,Guild Guild -1,Undead,Warlock,Tirisfal Glades
21,Guild Guild -1,Undead,Warlock,Silverpine Forest
27,Guild Guild 19,Undead,Priest,Thousand Needles
26,Guild Guild 8,Undead,Priest,Durotar
28,Guild Guild 19,Undead,Mage,Stonetalon Mountains
44,Guild Guild 2,Undead,Mage,Tirisfal Glades
50,Guild Guild 19,Undead,Rogue,Burning Steppes
42,Guild Guild 33,Undead,Warrior,Stranglethorn Vale
42,Guild Guild 19,Undead,Mage,Feralas
42,Guild Guild 19,Undead,Priest,Feralas
48,Guild Guild 16,Undead,Priest,Feralas
44,Guild Guild 3,Undead,Mage,The Hinterlands
51,Guild Guild 5,Undead,Priest,Un'Goro Crater
53,Guild Guild 3,Undead,Mage,Silverpine Forest
57,Guild Guild 5,Undead,Warlock,Searing Gorge
58,Guild Guild -1,Undead,Priest,Western Plaguelands
60,Guild Guild 4,Undead,Mage,Alterac Mountains
60,Guild Guild 36,Undead,Mage,Felwood
60,Guild Guild 10,Undead,Warlock,Thousand Needles
17,Guild Guild -1,Orc,Hunter,Orgrimmar
19,Guild Guild -1,Orc,Hunter,The Barrens
29,Guild Guild 34,Orc,Hunter,Thousand Needles
38,Guild Guild 6,Orc,Hunter,Orgrimmar
41,Guild Guild 6,Orc,Shaman,Dustwallow Marsh
42,Guild Guild 7,Orc,Warrior,Tirisfal Glades
46,Guild Guild 15,Orc,Warrior,Redridge Mountains
53,Guild Guild 6,Orc,Hunter,Orgrimmar
54,Guild Guild -1,Orc,Hunter,Azshara
56,Guild Guild 18,Orc,Rogue,Azshara
56,Guild Guild 15,Orc,Warrior,The Hinterlands
60,Guild Guild -1,Orc,Warrior,Orgrimmar
60,Guild Guild 5,Orc,Warrior,Orgrimmar
60,Guild Guild 18,Orc,Warrior,Durotar
60,Guild Guild 4,Orc,Warrior,Western Plaguelands
60,Guild Guild 2,Orc,Hunter,The Barrens
3,Guild Guild -1,Tauren,Shaman,Mulgore
14,Guild Guild 19,Tauren,Shaman,Orgrimmar
12,Guild Guild 21,Tauren,Druid,Mulgore
28,Guild Guild 21,Tauren,Warrior,Tirisfal Glades
29,Guild Guild 24,Tauren,Warrior,Durotar
30,Guild Guild 0,Tauren,Druid,Ashenvale
22,Guild Guild -1,Tauren,Shaman,Stonetalon Mountains
25,Guild Guild 21,Tauren,Warrior,The Barrens
38,Guild Guild 19,Tauren,Druid,Tanaris
35,Guild Guild 2,Tauren,Hunter,Orgrimmar
45,Guild Guild 34,Tauren,Hunter,Silverpine Forest
46,Guild Guild 19,Tauren,Druid,Arathi Highlands
52,Guild Guild 15,Tauren,Druid,The Hinterlands
60,Guild Guild 28,Tauren,Warrior,Orgrimmar
60,Guild Guild 17,Tauren,Shaman,Eastern Plaguelands
60,Guild Guild 4,Tauren,Druid,Western Plaguelands
12,Guild Guild -1,Troll,Rogue,The Barrens
14,Guild Guild -1,Troll,Hunter,The Barrens
18,Guild Guild 16,Troll,Rogue,The Barrens
29,Guild Guild -1,Troll,Hunter,Hillsbrad Foothills
29,Guild Guild 9,Troll,Rogue,Stonetalon Mountains
26,Guild Guild 30,Troll,Hunter,The Barrens
31,Guild Guild 34,Troll,Hunter,Orgrimmar
34,Guild Guild 6,Troll,Hunter,Undercity
33,Guild Guild 21,Troll,Rogue,The Barrens
44,Guild Guild 15,Troll,Shaman,The Barrens
47,Guild Guild 6,Troll,Rogue,Tanaris
46,Guild Guild 25,Troll,Hunter,Ashenvale
50,Guild Guild 5,Troll,Mage,Thunder Bluff
53,Guild Guild 3,Troll,Rogue,Felwood
51,Guild Guild 2,Troll,Rogue,Thunder Bluff
57,Guild Guild -1,Troll,Hunter,Tanaris
57,Guild Guild 28,Troll,Priest,Undercity
60,Guild Guild 19,Troll,Rogue,Orgrimmar
60,Guild Guild 28,Troll,Mage,Undercity
60,Guild Guild 28,Troll,Hunter,Undercity
60,Guild Guild 4,Troll,Rogue,Western Plaguelands
60,Guild Guild 15,Troll,Hunter,The Hinterlands
3,Guild Guild -1,Undead,Warrior,Tirisfal Glades
3,Guild Guild -1,Undead,Warlock,Tirisfal Glades
4,Guild Guild -1,Undead,Priest,Tirisfal Glades
9,Guild Guild -1,Undead,Mage,Tirisfal Glades
16,Guild Guild -1,Undead,Warlock,Tirisfal Glades
13,Guild Guild 12,Undead,Mage,Silverpine Forest
23,Guild Guild 2,Undead,Priest,Orgrimmar
21,Guild Guild -1,Undead,Warrior,Tirisfal Glades
26,Guild Guild 8,Undead,Priest,Ashenvale
33,Guild Guild 21,Undead,Mage,Thousand Needles
36,Guild Guild 22,Undead,Mage,Orgrimmar
40,Guild Guild 1,Undead,Priest,Orgrimmar
34,Guild Guild 35,Undead,Priest,Undercity
38,Guild Guild 6,Undead,Priest,Durotar
38,Guild Guild 34,Undead,Warlock,Stranglethorn Vale
36,Guild Guild 0,Undead,Rogue,Arathi Highlands
41,Guild Guild 22,Undead,Priest,Stranglethorn Vale
48,Guild Guild -1,Undead,Priest,Badlands
48,Guild Guild -1,Undead,Rogue,Mulgore
49,Guild Guild 19,Undead,Priest,The Hinterlands
44,Guild Guild 2,Undead,Mage,Arathi Highlands
44,Guild Guild 21,Undead,Warlock,Arathi Highlands
50,Guild Guild 19,Undead,Rogue,Blackrock Mountain
56,Guild Guild 19,Undead,Warrior,Blackrock Mountain
58,Guild Guild -1,Undead,Priest,Undercity
60,Guild Guild 20,Undead,Mage,Undercity
60,Guild Guild 28,Undead,Mage,Undercity
60,Guild Guild 28,Undead,Priest,Tirisfal Glades
60,Guild Guild 20,Undead,Rogue,Undercity
60,Guild Guild 18,Undead,Warlock,Silithus
60,Guild Guild 20,Undead,Warlock,Undercity
60,Guild Guild 10,Undead,Warlock,Undercity
14,Guild Guild 30,Orc,Warlock,The Barrens
26,Guild Guild -1,Orc,Hunter,Silverpine Forest
27,Guild Guild 1,Orc,Hunter,Thunder Bluff
40,Guild Guild 6,Orc,Shaman,Stranglethorn Vale
31,Guild Guild -1,Orc,Rogue,The Barrens
46,Guild Guild 18,Orc,Hunter,Orgrimmar
48,Guild Guild 4,Orc,Warrior,Orgrimmar
42,Guild Guild 7,Orc,Warrior,Hillsbrad Foothills
46,Guild Guild 15,Orc,Warrior,Badlands
54,Guild Guild -1,Orc,Hunter,Winterspring
57,Guild Guild 7,Orc,Hunter,Tirisfal Glades
60,Guild Guild 17,Orc,Warrior,Stratholme
60,Guild Guild 4,Orc,Warrior,Felwood
60,Guild Guild 2,Orc,Hunter,Thunder Bluff
4,Guild Guild -1,Tauren,Shaman,Mulgore
3,Guild Guild -1,Tauren,Warrior,Thunder Bluff
12,Guild Guild -1,Tauren,Hunter,Durotar
11,Guild Guild 7,Tauren,Druid,Mulgore
15,Guild Guild 8,Tauren,Warrior,The Barrens
29,Guild Guild 24,Tauren,Warrior,Tirisfal Glades
28,Guild Guild 21,Tauren,Warrior,The Barrens
30,Guild Guild 0,Tauren,Druid,The Barrens
35,Guild Guild 20,Tauren,Shaman,Undercity
31,Guild Guild 23,Tauren,Shaman,The Barrens
32,Guild Guild 23,Tauren,Hunter,Thunder Bluff
38,Guild Guild 19,Tauren,Druid,Thunder Bluff
45,Guild Guild 34,Tauren,Hunter,Undercity
46,Guild Guild 19,Tauren,Druid,Badlands
59,Guild Guild 2,Tauren,Shaman,Orgrimmar
59,Guild Guild 17,Tauren,Druid,Stratholme
60,Guild Guild 17,Tauren,Warrior,Stratholme
60,Guild Guild 17,Tauren,Hunter,Stratholme
60,Guild Guild 17,Tauren,Shaman,Stratholme
60,Guild Guild 19,Tauren,Druid,Undercity
60,Guild Guild 1,Tauren,Druid,Tirisfal Glades
6,Guild Guild -1,Troll,Shaman,Durotar
7,Guild Guild -1,Troll,Shaman,Durotar
20,Guild Guild -1,Troll,Rogue,Ashenvale
12,Guild Guild 10,Troll,Rogue,The Barrens
35,Guild Guild 2,Troll,Mage,Thousand Needles
38,Guild Guild 6,Troll,Mage,Orgrimmar
34,Guild Guild 6,Troll,Hunter,Hillsbrad Foothills
46,Guild Guild 25,Troll,Hunter,Felwood
51,Guild Guild 2,Troll,Rogue,Orgrimmar
57,Guild Guild 28,Troll,Priest,Orgrimmar
59,Guild Guild 10,Troll,Priest,Thousand Needles
59,Guild Guild 34,Troll,Rogue,Swamp of Sorrows
60,Guild Guild 28,Troll,Mage,Orgrimmar
60,Guild Guild 17,Troll,Priest,Orgrimmar
60,Guild Guild -1,Troll,Mage,Stratholme
60,Guild Guild 17,Troll,Rogue,Stratholme
60,Guild Guild 19,Troll,Rogue,Durotar
60,Guild Guild 28,Troll,Hunter,Western Plaguelands
10,Guild Guild -1,Undead,Mage,Tirisfal Glades
13,Guild Guild 12,Undead,Mage,Undercity
21,Guild Guild -1,Undead,Warrior,Undercity
23,Guild Guild 2,Undead,Priest,The Barrens
27,Guild Guild 3,Undead,Mage,Orgrimmar
29,Guild Guild -1,Undead,Priest,Orgrimmar
26,Guild Guild 2,Undead,Warrior,Stonetalon Mountains
36,Guild Guild 0,Undead,Rogue,Undercity
34,Guild Guild 35,Undead,Priest,Tirisfal Glades
38,Guild Guild 6,Undead,Priest,Stranglethorn Vale
33,Guild Guild -1,Undead,Warlock,The Barrens
